,Unnamed: 0,id,organization_id,name,type,age,gender,size,url,city,state,zip code,country
1480,1522.0,70488191.0,NC488,Bender,Dog,Adult,Male,Large,https://www.petfinder.com/dog/bender-70488191/nc/reidsville/rockingham-county-animal-shelter-nc488/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Topeka, KS, 66604, US
1482,1524.0,70488181.0,NV187,Midnight,Dog,Adult,Female,Small,https://www.petfinder.com/dog/midnight-70488181/nv/las-vegas/hearts-alive-village-las-vegas-nv187/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, San Diego, CA, 92110, US
1485,1527.0,70488179.0,MI1108,Zander (Zack & Zane),Dog,Adult,Male,Large,https://www.petfinder.com/dog/zander-zack-and-zane-70488179/mi/holly/simple-girl-doggie-haven-mi1108/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, San Diego, CA, 92110, US
1486,1528.0,70488178.0,TX903,Foxtrot,Dog,Adult,Male,Small,https://www.petfinder.com/dog/foxtrot-70488178/tx/plano/second-chance-spca-tx903/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Arlington, VA, 22206, US
1487,1529.0,59553988.0,MN241,Maddux,Dog,Senior,Male,Medium,https://www.petfinder.com/dog/maddux-59553988/mn/winona/winona-area-humane-society-mn241/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Parkersburg, WV, 26101, US
1490,1532.0,70488172.0,CA547,Anya,Dog,Adult,Female,Large,https://www.petfinder.com/dog/anya-70488172/ca/twentynine-palms/palms-n-paws-animal-shelter-ca547/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Parkersburg, WV, 26101, US
1491,1533.0,70488170.0,IN46,raymond,Dog,Young,Male,Large,https://www.petfinder.com/dog/raymond-70488170/in/indianapolis/indyhumane-in46/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Winchester, KY, 40391, US
1492,1534.0,70488168.0,CA2867,"ROSIE, COCO, JAKE",Dog,Senior,Female,Small,https://www.petfinder.com/dog/rosie-coco-jake-70488168/ca/pico-rivera/angels-with-me-rescue-ca2867/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Winchester, KY, 40391, US
1493,1535.0,70488166.0,NV188,Chevy,Dog,Adult,Male,Medium,https://www.petfinder.com/dog/chevy-70488166/nv/silver-springs/lyon-county-animal-services-nv188/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Whiting, IN, 46394, US
1494,1536.0,70488162.0,CA3092,Ellie,Dog,Baby,Female,Small,https://www.petfinder.com/dog/ellie-70488162/ca/victorville/tonies-tails-ca3092/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, QUINCY, FL, 32351, US
1496,1538.0,70488160.0,MS125,Cinnamon,Cat,Adult,Female,Medium,https://www.petfinder.com/cat/cinnamon-70488160/ms/hernando/city-of-hernando-animal-shelter-ms125/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, La Grange, KY, 40031, US
1497,1539.0,70488159.0,IN46,ladybug,Dog,Adult,Female,Medium,https://www.petfinder.com/dog/ladybug-70488159/in/indianapolis/indyhumane-in46/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, La Grange, KY, 40031, US
1498,1540.0,70488155.0,PA110,Neutron ,Cat,Young,Female,Medium,https://www.petfinder.com/cat/neutron-70488155/pa/media/providence-animal-center-pa110/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, QUINCY, FL, 32351, US
1501,1543.0,70488153.0,FL852,Bento,Dog,Adult,Male,Medium,https://www.petfinder.com/dog/bento-70488153/al/shorter/big-dog-ranch-rescue-fl852/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, QUINCY, FL, 32351, US
1503,1545.0,70488151.0,WA617,Alba,Dog,Baby,Female,Small,https://www.petfinder.com/dog/alba-70488151/wa/lacey/pibble-and-all-paws-rescue-wa617/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Lynchburg, VA, 24502, US
1504,1546.0,70488150.0,TX903,Marilyn,Dog,Adult,Female,Small,https://www.petfinder.com/dog/marilyn-70488150/tx/plano/second-chance-spca-tx903/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Lynchburg, VA, 24502, US
1505,1547.0,70488149.0,IN46, tonto,Dog,Senior,Male,Small,https://www.petfinder.com/dog/tonto-70488149/in/indianapolis/indyhumane-in46/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Port Charlotte, FL, 33980, US
1506,1548.0,70488148.0,AZ599,DONUT,Cat,Baby,Female,Small,https://www.petfinder.com/cat/donut-70488148/az/glendale/saving-orphan-souls-rescue-s-dot-os-dot-az599/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Port Charlotte, FL, 33980, US
1507,1549.0,70488147.0,RI79,Donnally ,Cat,Young,Male,Medium,https://www.petfinder.com/cat/donnally-70488147/ri/providence/providence-animal-control-ri79/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Rockaway, NJ, 07866, US
1510,1552.0,70488141.0,IN46,valeria,Dog,Baby,Female,Small,https://www.petfinder.com/dog/valeria-70488141/in/indianapolis/indyhumane-in46/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Rockaway, NJ, 07866, US
1511,1553.0,70488142.0,GA469,Bree,Dog,Young,Female,Large,https://www.petfinder.com/dog/bree-70488142/ga/alpharetta/crabapple-knoll-veterinary-clinic-ga469/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Rockaway, NJ, 07866, US
1512,1554.0,70488137.0,NC1200,MAVERICK,Dog,Young,Male,Large,https://www.petfinder.com/dog/maverick-70488137/nc/fuquay-varina/us-dog-coalition-and-rescue-nc1200/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Rockaway, NJ, 07866, US
1513,1555.0,70488135.0,FL1770,Max & Kenny BONDED,Cat,Baby,Male,Small,https://www.petfinder.com/cat/max-and-kenny-bonded-70488135/ct/norwich/changing-tomorrow-animal-rescue-inc-fl1770/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Thousand Palms, CA, 92276, US
1514,1556.0,70488134.0,AL432,Tillie,Dog,Young,Female,Medium,https://www.petfinder.com/dog/tillie-70488134/al/pell-city/pell-city-animal-control-center-al432/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Thousand Palms, CA, 92276, US
1516,1558.0,70488125.0,CA914,Maisie Mae,Cat,Adult,Female,Medium,https://www.petfinder.com/cat/maisie-mae-70488125/ca/hermosa-beach/peter-zippi-memorial-fund-inc-ca914/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Naperville, IL, 60564, US
1517,1559.0,70488131.0,ID100,Rex,Dog,Young,Male,Large,https://www.petfinder.com/dog/rex-70488131/id/eagle/boise-bully-breed-rescue-id100/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Victorville, CA, 92392, US
1518,1560.0,70488130.0,BC93,Holly,Dog,Baby,Female,Extra Large,https://www.petfinder.com/dog/holly-70488130/bc/coquitlam/city-of-coquitlam-animal-shelter-bc93/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Sheboygan, WI, 53083, US
1519,1561.0,70488118.0,MD514,Googly,Dog,Senior,Male,Small,https://www.petfinder.com/dog/googly-70488118/md/rockville/miris-haven-senior-dog-rescue-md514/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Hibbing, MN, 55746, US
1521,1563.0,70488122.0,KY463,AXEL - Paws Behind Bars Prison Dog Training Program,Dog,Adult,Male,Large,https://www.petfinder.com/dog/axel-paws-behind-bars-prison-dog-training-program-70488122/ky/la-grange/adopt-me-bluegrass-pet-rescue-ky463/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Fort Worth, TX, 76103, US
1522,1564.0,70488116.0,GA960,Giselle,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/giselle-70488116/nj/wallington/2-hands-saving-4-paws-ga960/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Fort Worth, TX, 76103, US
1523,1565.0,70488114.0,MN76,French Toast,Cat,Adult,Male,Medium,https://www.petfinder.com/cat/french-toast-70488114/mn/new-ulm/brown-county-humane-society-mn76/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Fort Worth, TX, 76103, US
1524,1566.0,70488113.0,GA960,Giorgina,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/giorgina-70488113/nj/wallington/2-hands-saving-4-paws-ga960/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Fort Worth, TX, 76103, US
1526,1568.0,70488110.0,MN507,Blonde Roast ,Cat,Baby,Male,Small,https://www.petfinder.com/cat/blonde-roast-70488110/mn/fertile/smileys-rescues-mn507/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Fort Worth, TX, 76103, US
1527,1569.0,70488108.0,GA960,Galaxy ,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/galaxy-70488108/nj/wallington/2-hands-saving-4-paws-ga960/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Fort Worth, TX, 76103, US
1528,1570.0,70488105.0,CA1181,"LORI (Available February 2, 2024)",Dog,Adult,Female,Medium,https://www.petfinder.com/dog/lori-available-february-2-2024-70488105/ca/wasco/wasco-animal-shelter-ca1181/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Fort Worth, TX, 76103, US
1529,1571.0,70488103.0,TX774,Nacia,Cat,Senior,Female,Medium,https://www.petfinder.com/cat/nacia-70488103/tx/bulverde/bulverde-area-humane-society-tx774/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Fort Worth, TX, 76103, US
1530,1572.0,70488102.0,GA960,Gumball,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/gumball-70488102/nj/wallington/2-hands-saving-4-paws-ga960/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Fort Worth, TX, 76103, US
1531,1573.0,70488101.0,AZ599,CHRIS EVERT,Cat,Baby,Female,Small,https://www.petfinder.com/cat/chris-evert-70488101/az/glendale/saving-orphan-souls-rescue-s-dot-os-dot-az599/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Bryan, TX, 77801, US
1532,1574.0,70488097.0,GA960,Gyro,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/gyro-70488097/nj/wallington/2-hands-saving-4-paws-ga960/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Irving, TX, 75038, US
1533,1575.0,70488096.0,CO525,Styx Ehlers,Cat,Baby,Male,Small,https://www.petfinder.com/cat/styx-ehlers-70488096/co/denver/colorado-feline-foster-rescue-co525/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Bryan, TX, 77801, US
1534,1576.0,70488095.0,WI551,Wonder,Cat,Young,Female,Medium,https://www.petfinder.com/cat/wonder-70488095/wi/walworth/toledo-keeping-the-faith-charity-foundation-wi551/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Bryan, TX, 77801, US
1535,1577.0,70488094.0,PA110,Bailey ,Cat,Young,Female,Medium,https://www.petfinder.com/cat/bailey-70488094/pa/media/providence-animal-center-pa110/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Irving, TX, 75038, US
1536,1578.0,70488093.0,AL211,FIONA,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/fiona-70488093/al/seale/bow-wows-and-meows-pet-rescue-al211/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Marietta, OH, 45750, US
1537,1579.0,70488090.0,GA960,Gumbo,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/gumbo-70488090/nj/wallington/2-hands-saving-4-paws-ga960/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Murray, UT, 84157, US
1539,1581.0,70488082.0,GA960,Gideon,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/gideon-70488082/nj/wallington/2-hands-saving-4-paws-ga960/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Murray, UT, 84157, US
1541,1583.0,70488080.0,TX2575,Pinto,Dog,Baby,Male,Large,https://www.petfinder.com/dog/pinto-70488080/tx/mont-belvieu/mont-belvieu-animal-shelter-tx2575/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Murray, UT, 84157, US
1542,1584.0,70488078.0,MN507,Folgers,Cat,Baby,Female,Small,https://www.petfinder.com/cat/folgers-70488078/mn/fertile/smileys-rescues-mn507/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Murray, UT, 84157, US
1544,1586.0,70488075.0,GA960,Gelo,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/gelo-70488075/nj/wallington/2-hands-saving-4-paws-ga960/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Murray, UT, 84157, US
1545,1587.0,70488066.0,ID159,Scooter ,Cat,Baby,Male,Small,https://www.petfinder.com/cat/scooter-70488066/id/pocatello/aiding2adoption-rescue-id159/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Murray, UT, 84157, US
1546,1588.0,70488074.0,WI551,Wagon,Cat,Young,Male,Medium,https://www.petfinder.com/cat/wagon-70488074/wi/walworth/toledo-keeping-the-faith-charity-foundation-wi551/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Murray, UT, 84157, US
1547,1589.0,70488072.0,KY422,Ace,Dog,Young,Male,Medium,https://www.petfinder.com/dog/ace-70488072/ky/lexington/paws-4-the-cause-ky422/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Murray, UT, 84157, US
1548,1590.0,70488071.0,AL211,BUBBLES,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/bubbles-70488071/al/seale/bow-wows-and-meows-pet-rescue-al211/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Murray, UT, 84157, US
1550,1592.0,70488068.0,MI470,DeeOhGee ,Dog,Young,Male,Medium,https://www.petfinder.com/dog/deeohgee-70488068/mi/battle-creek/calhoun-county-animal-center-inc-mi470/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Mission Hills, CA, 91345, US
1551,1593.0,70488067.0,FL787,Max (Coming soon),Dog,Young,Male,Medium,https://www.petfinder.com/dog/max-coming-soon-70488067/ny/argyle/lucky-puppy-dog-rescue-and-kennel-inc-fl787/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Richmond, VA, 23222, US
1552,1594.0,70488065.0,TN369,Big Yeller,Cat,Adult,Male,Large,https://www.petfinder.com/cat/big-yeller-70488065/tn/nashville/nashville-cat-rescue-tn369/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Richmond, VA, 23222, US
1553,1595.0,70488063.0,TX988,Jack Jack,Dog,Baby,Male,Small,https://www.petfinder.com/dog/jack-jack-70488063/tx/san-antonio/snipsa-inc-tx988/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Grand Rapids, MI, 49503, US
1555,1597.0,70488058.0,FL1770,Pearl SINGLE KITTY HOME,Cat,Young,Female,Medium,https://www.petfinder.com/cat/pearl-single-kitty-home-70488058/ct/norwich/changing-tomorrow-animal-rescue-inc-fl1770/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Atlanta, GA, 30340, US
1560,1602.0,70488052.0,TX988,Dash,Dog,Baby,Male,Small,https://www.petfinder.com/dog/dash-70488052/tx/san-antonio/snipsa-inc-tx988/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Lake Jackson, TX, 77566, US
1561,1603.0,70488048.0,MN507,Olive ,Cat,Baby,Female,Small,https://www.petfinder.com/cat/olive-70488048/mn/fertile/smileys-rescues-mn507/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Mishawaka, IN, 46545, US
1562,1604.0,70488047.0,CA24,Lionel,Dog,Adult,Male,Medium,https://www.petfinder.com/dog/lionel-70488047/ca/mission-viejo/mission-viejo-animal-services-center-ca24/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Wantagh, NY, 11793, US
1563,1605.0,70488044.0,TX988,Violet,Dog,Baby,Female,Small,https://www.petfinder.com/dog/violet-70488044/tx/san-antonio/snipsa-inc-tx988/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Wantagh, NY, 11793, US
1566,1608.0,70488040.0,MI470,Emersyn ,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/emersyn-70488040/mi/battle-creek/calhoun-county-animal-center-inc-mi470/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tyrone, GA, 30290, US
1567,1609.0,70488038.0,ON119,palette,Cat,Adult,Female,Medium,https://www.petfinder.com/cat/palette-70488038/on/stoney-creek/abandoned-cats-rescue-on119/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tyrone, GA, 30290, US
1569,1611.0,70488035.0,GA319,Billy,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/billy-70488035/ga/peachtree-city/fayette-county-animal-shelter-ga319/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tyrone, GA, 30290, US
1570,1612.0,70488033.0,CA24,Gretchen,Dog,Adult,Female,Medium,https://www.petfinder.com/dog/gretchen-70488033/ca/mission-viejo/mission-viejo-animal-services-center-ca24/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tyrone, GA, 30290, US
1571,1613.0,70488032.0,TX993,Chloe,Dog,Adult,Female,Medium,https://www.petfinder.com/dog/chloe-70488032/tx/georgetown/williamson-county-regional-animal-shelter-tx993/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tyrone, GA, 30290, US
1572,1614.0,70488029.0,AZ599,HERSHEY BAR,Cat,Baby,Female,Small,https://www.petfinder.com/cat/hershey-bar-70488029/az/glendale/saving-orphan-souls-rescue-s-dot-os-dot-az599/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tyrone, GA, 30290, US
1574,1616.0,70488027.0,MN507,Truffle,Cat,Baby,Male,Small,https://www.petfinder.com/cat/truffle-70488027/mn/fertile/smileys-rescues-mn507/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tyrone, GA, 30290, US
1576,1618.0,70488024.0,AZ453,Karter and Keiren,Cat,Baby,Male,Medium,https://www.petfinder.com/cat/karter-and-keiren-70488024/az/tucson/pawsitively-cats-az453/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tyrone, GA, 30290, US
1577,1619.0,70488022.0,TX2575,Dennis,Dog,Adult,Male,Large,https://www.petfinder.com/dog/dennis-70488022/tx/mont-belvieu/mont-belvieu-animal-shelter-tx2575/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Chamblee, GA, 30341, US
1578,1620.0,70488016.0,FL546,Maverick the 2nd 8.1.23,Cat,Young,Male,Medium,https://www.petfinder.com/cat/maverick-the-2nd-8-dot-123-70488016/fl/apopka/candys-cats-inc-fl546/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Chamblee, GA, 30341, US
1579,1621.0,70488018.0,FL546,Mochi 1.25.18,Cat,Adult,Female,Medium,https://www.petfinder.com/cat/mochi-1-dot-25-dot-18-70488018/fl/apopka/candys-cats-inc-fl546/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Chamblee, GA, 30341, US
1580,1622.0,70488019.0,FL546,Baloo 8.1.23,Cat,Young,Male,Medium,https://www.petfinder.com/cat/baloo-8-dot-123-70488019/fl/apopka/candys-cats-inc-fl546/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Savannah, GA, 31406, US
