,Unnamed: 0,id,organization_id,name,type,age,gender,size,url,city,state,zip code,country
1581,1623.0,70488021.0,FL546,Delilah 8.15.23,Cat,Baby,Female,Medium,https://www.petfinder.com/cat/delilah-8-dot-15-dot-23-70488021/fl/apopka/candys-cats-inc-fl546/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Savannah, GA, 31406, US
1582,1624.0,70488011.0,FL546,Dahlia 8.15.23,Cat,Baby,Female,Medium,https://www.petfinder.com/cat/dahlia-8-dot-15-dot-23-70488011/fl/apopka/candys-cats-inc-fl546/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Savannah, GA, 31406, US
1583,1625.0,70488003.0,FL546,Joon 10.27.23,Cat,Baby,Female,Medium,https://www.petfinder.com/cat/joon-10-dot-27-dot-23-70488003/fl/apopka/candys-cats-inc-fl546/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Savannah, GA, 31406, US
1584,1626.0,70488004.0,FL546,Midnight 8.1.23,Cat,Young,Male,Medium,https://www.petfinder.com/cat/midnight-8-dot-123-70488004/fl/apopka/candys-cats-inc-fl546/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Savannah, GA, 31406, US
1585,1627.0,70488005.0,FL546,Jeannie 7.20.23,Cat,Young,Female,Medium,https://www.petfinder.com/cat/jeannie-7-dot-20-dot-23-70488005/fl/apopka/candys-cats-inc-fl546/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Newark, NJ, 07114, US
1586,1628.0,70488006.0,FL546,Hilton 10.25.23,Cat,Baby,Male,Medium,https://www.petfinder.com/cat/hilton-10-dot-25-dot-23-70488006/fl/apopka/candys-cats-inc-fl546/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Martinsville, IN, 46151, US
1587,1629.0,70488007.0,FL546,Frankie 10.27.23,Cat,Baby,Male,Medium,https://www.petfinder.com/cat/frankie-10-dot-27-dot-23-70488007/fl/apopka/candys-cats-inc-fl546/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Brentwood, NH, 03833, US
1588,1630.0,70488010.0,FL546,Kashiva 8.1.23,Cat,Baby,Female,Medium,https://www.petfinder.com/cat/kashiva-8-dot-123-70488010/fl/apopka/candys-cats-inc-fl546/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Matteson, IL, 60443, US
1589,1631.0,70488012.0,FL546,Big Grey 8.1.23,Cat,Young,Male,Medium,https://www.petfinder.com/cat/big-grey-8-dot-123-70488012/fl/apopka/candys-cats-inc-fl546/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Matteson, IL, 60443, US
1590,1632.0,70488013.0,FL546,Richard 7.20.23,Cat,Young,Male,Medium,https://www.petfinder.com/cat/richard-7-dot-20-dot-23-70488013/fl/apopka/candys-cats-inc-fl546/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Naperville, IL, 60564, US
1591,1633.0,70488014.0,FL546,Chief 10.1.23,Cat,Baby,Male,Medium,https://www.petfinder.com/cat/chief-10-dot-123-70488014/fl/apopka/candys-cats-inc-fl546/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Victorville, CA, 92392, US
1592,1634.0,70488009.0,FL546,Biscuit 10.27.23,Cat,Baby,Female,Medium,https://www.petfinder.com/cat/biscuit-10-dot-27-dot-23-70488009/fl/apopka/candys-cats-inc-fl546/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Holly, MI, 48442, US
1593,1635.0,70488002.0,CA24,Quinn,Cat,Senior,Female,Medium,https://www.petfinder.com/cat/quinn-70488002/ca/mission-viejo/mission-viejo-animal-services-center-ca24/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Whiting, IN, 46394, US
1594,1636.0,70487998.0,IL274,Mavros,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/mavros-70487998/il/hillside/magnificent-mutts-rescue-il274/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Woodmere, NY, 11598, US
1595,1637.0,70487999.0,IL274,Pango,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/pango-70487999/il/hillside/magnificent-mutts-rescue-il274/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Okemah, OK, 74859, US
1596,1638.0,70488001.0,IL274,Dandy,Dog,Adult,Male,Medium,https://www.petfinder.com/dog/dandy-70488001/il/hillside/magnificent-mutts-rescue-il274/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Stratham, NH, 03885, US
1597,1639.0,70488000.0,IL274,Yankee,Dog,Adult,Male,Medium,https://www.petfinder.com/dog/yankee-70488000/il/hillside/magnificent-mutts-rescue-il274/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Stratham, NH, 03885, US
1598,1640.0,70487962.0,NY187,Nikki,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/nikki-70487962/ny/harrison/pet-rescue-ny187/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Louisville, KY, 40224, US
1599,1641.0,70487997.0,TX993,Armen,Dog,Adult,Female,Medium,https://www.petfinder.com/dog/armen-70487997/tx/georgetown/williamson-county-regional-animal-shelter-tx993/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Golden, CO, 80401, US
1600,1642.0,70487992.0,MS09,Marbles,Cat,Baby,Female,Medium,https://www.petfinder.com/cat/marbles-70487992/ms/picayune/pearl-river-county-spca-ms09/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Golden, CO, 80401, US
1601,1643.0,70487993.0,MS09,Fran,Dog,Young,Female,Large,https://www.petfinder.com/dog/fran-70487993/ms/picayune/pearl-river-county-spca-ms09/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Golden, CO, 80401, US
1608,1650.0,70487987.0,MI470,Roscoe ,Dog,Adult,Male,Medium,https://www.petfinder.com/dog/roscoe-70487987/mi/battle-creek/calhoun-county-animal-center-inc-mi470/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Dublin, OH, 43017, US
1610,1652.0,70487982.0,VA219,Cleo- Coming Soon,Cat,Young,Female,Small,https://www.petfinder.com/cat/cleo-coming-soon-70487982/va/arlington/home-alone-feline-rescue-va219/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Naperville, IL, 60564, US
1613,1655.0,70487977.0,MN507,Avocado ,Cat,Baby,Male,Small,https://www.petfinder.com/cat/avocado-70487977/mn/fertile/smileys-rescues-mn507/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Huntsville, AL, 35805, US
1614,1656.0,70487976.0,CA3092,Benny ,Dog,Baby,Male,Small,https://www.petfinder.com/dog/benny-70487976/ca/victorville/tonies-tails-ca3092/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Huntsville, AL, 35805, US
1615,1657.0,70487974.0,OH800,FANG,Dog,Senior,Male,Medium,https://www.petfinder.com/dog/fang-70487974/oh/wintersville/jefferson-county-humane-society-oh800/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Huntsville, AL, 35805, US
1617,1659.0,70487971.0,OK467,Nick,Dog,Young,Male,Large,https://www.petfinder.com/dog/nick-70487971/ok/okemah/animal-rescue-league-of-okemah-ok467/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tucson, AZ, 85745, US
1618,1660.0,70487969.0,NC350,SUSHI,Dog,Young,Male,Medium,https://www.petfinder.com/dog/sushi-70487969/nc/salisbury/rowan-county-animal-shelter-nc350/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tucson, AZ, 85745, US
1619,1661.0,70487964.0,IN171,Una courtesy post 338,Dog,Young,Female,Medium,https://www.petfinder.com/dog/una-courtesy-post-338-70487964/in/auburn/dekalb-humane-society-in171/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tucson, AZ, 85745, US
1621,1663.0,70487961.0,GA299,West,Dog,Young,Male,Medium,https://www.petfinder.com/dog/west-70487961/ga/douglasville/douglas-county-animal-shelter-ga299/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tucson, AZ, 85745, US
1622,1664.0,70487958.0,ID100,Tiger,Dog,Young,Male,Large,https://www.petfinder.com/dog/tiger-70487958/id/eagle/boise-bully-breed-rescue-id100/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Tucson, AZ, 85745, US
1623,1665.0,70487949.0,CA216,Dream,Cat,Baby,Male,Small,https://www.petfinder.com/cat/dream-70487949/ca/riverside/mary-s-roberts-pet-adoption-center-ca216/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Lancaster, CA, 93536, US
1624,1666.0,70487947.0,CA216,Yuki,Dog,Baby,Female,Small,https://www.petfinder.com/dog/yuki-70487947/ca/riverside/mary-s-roberts-pet-adoption-center-ca216/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Lancaster, CA, 93536, US
1625,1667.0,70487951.0,CA216,Charming,Cat,Baby,Male,Small,https://www.petfinder.com/cat/charming-70487951/ca/riverside/mary-s-roberts-pet-adoption-center-ca216/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Orlando, FL, 32839, US
1627,1669.0,70487954.0,CA216,Hart,Cat,Baby,Male,Small,https://www.petfinder.com/cat/hart-70487954/ca/riverside/mary-s-roberts-pet-adoption-center-ca216/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, New Hope, PA, 18938, US
1628,1670.0,70487948.0,CA216,Cozy,Dog,Baby,Female,Small,https://www.petfinder.com/dog/cozy-70487948/ca/riverside/mary-s-roberts-pet-adoption-center-ca216/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Dallas, TX, 75212, US
1629,1671.0,70487946.0,CA216,Kisses,Cat,Young,Female,Medium,https://www.petfinder.com/cat/kisses-70487946/ca/riverside/mary-s-roberts-pet-adoption-center-ca216/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Dallas, TX, 75212, US
1631,1673.0,70487950.0,CA216,Valentina,Cat,Baby,Female,Small,https://www.petfinder.com/cat/valentina-70487950/ca/riverside/mary-s-roberts-pet-adoption-center-ca216/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Dallas, TX, 75212, US
1632,1674.0,70487939.0,VA202,Spirit,Cat,Baby,Male,Small,https://www.petfinder.com/cat/spirit-70487939/va/marshall/middleburg-humane-foundation-va202/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Dallas, TX, 75212, US
1633,1675.0,70487943.0,VA202,Oppy,Cat,Baby,Female,Small,https://www.petfinder.com/cat/oppy-70487943/va/marshall/middleburg-humane-foundation-va202/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Dallas, TX, 75212, US
1634,1676.0,70487944.0,VA202,Terry,Cat,Baby,Male,Small,https://www.petfinder.com/cat/terry-70487944/va/marshall/middleburg-humane-foundation-va202/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Dallas, TX, 75212, US
1635,1677.0,70487945.0,VA202,Spud,Cat,Baby,Male,Small,https://www.petfinder.com/cat/spud-70487945/va/marshall/middleburg-humane-foundation-va202/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Dallas, TX, 75212, US
1637,1679.0,70487942.0,VA202,Pi,Cat,Baby,Female,Small,https://www.petfinder.com/cat/pi-70487942/va/marshall/middleburg-humane-foundation-va202/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Dallas, TX, 75212, US
1638,1680.0,70487940.0,VA202,Sydney,Cat,Baby,Female,Small,https://www.petfinder.com/cat/sydney-70487940/va/marshall/middleburg-humane-foundation-va202/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Dallas, TX, 75212, US
1639,1681.0,70487941.0,VA202,Hazelnut,Cat,Baby,Female,Small,https://www.petfinder.com/cat/hazelnut-70487941/va/marshall/middleburg-humane-foundation-va202/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Dallas, TX, 75212, US
1640,1682.0,70487925.0,FL1861,Foster Needed - Baloo,Dog,Adult,Male,Large,https://www.petfinder.com/dog/foster-needed-baloo-70487925/fl/bartow/oasis-pet-rescue-fl1861/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Dallas, TX, 75212, US
1641,1683.0,70487932.0,MS26,Chicken- 012409S,Dog,Baby,Female,Small,https://www.petfinder.com/dog/chicken-012409s-70487932/ms/tupelo/tupelo-lee-humane-society-ms26/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Dallas, TX, 75212, US
1642,1684.0,70487934.0,MS26,Mushroom- 012407S,Dog,Baby,Female,Small,https://www.petfinder.com/dog/mushroom-012407s-70487934/ms/tupelo/tupelo-lee-humane-society-ms26/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Dallas, TX, 75212, US
1643,1685.0,70487928.0,MS26,Bacon- 012411S,Dog,Baby,Male,Small,https://www.petfinder.com/dog/bacon-012411s-70487928/ms/tupelo/tupelo-lee-humane-society-ms26/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Dallas, TX, 75212, US
1644,1686.0,70487930.0,MS26,Petunia- 012401S,Cat,Baby,Female,Small,https://www.petfinder.com/cat/petunia-012401s-70487930/ms/tupelo/tupelo-lee-humane-society-ms26/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Dallas, TX, 75212, US
1645,1687.0,70487926.0,MS26,Cheese- 012410S,Dog,Baby,Female,Small,https://www.petfinder.com/dog/cheese-012410s-70487926/ms/tupelo/tupelo-lee-humane-society-ms26/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Dallas, TX, 75212, US
1646,1688.0,70487935.0,MS26,Pepperoni- 012406S,Dog,Baby,Female,Small,https://www.petfinder.com/dog/pepperoni-012406s-70487935/ms/tupelo/tupelo-lee-humane-society-ms26/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Las Vegas, NV, 89146, US
1647,1689.0,70487931.0,MS26,Olive- 012408S,Dog,Baby,Female,Small,https://www.petfinder.com/dog/olive-012408s-70487931/ms/tupelo/tupelo-lee-humane-society-ms26/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Hernando, MS, 38632, US
1648,1690.0,70487933.0,MS26,Supreme- 012403S,Dog,Adult,Female,Medium,https://www.petfinder.com/dog/supreme-012403s-70487933/ms/tupelo/tupelo-lee-humane-society-ms26/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Owensboro, KY, 42301, US
1649,1691.0,70487929.0,MS26,Anchovy- 012404S,Dog,Baby,Male,Small,https://www.petfinder.com/dog/anchovy-012404s-70487929/ms/tupelo/tupelo-lee-humane-society-ms26/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Glendale, AZ, 85308, US
1650,1692.0,70487927.0,MS26,Sausage- 012405S,Dog,Baby,Male,Small,https://www.petfinder.com/dog/sausage-012405s-70487927/ms/tupelo/tupelo-lee-humane-society-ms26/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Owensboro, KY, 42301, US
1651,1693.0,70487936.0,MS26,Penelope- 012402S,Cat,Young,Female,Small,https://www.petfinder.com/cat/penelope-012402s-70487936/ms/tupelo/tupelo-lee-humane-society-ms26/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Owensboro, KY, 42301, US
1653,1695.0,70487922.0,MO781,RuPaul,Cat,Young,Male,Medium,https://www.petfinder.com/cat/rupaul-70487922/mo/arnold/friends-of-rescue-animals-mo781/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Omaha, NE, 68134, US
1654,1696.0,70487920.0,IN64,Onyx,Dog,Baby,Female,Small,https://www.petfinder.com/dog/onyx-70487920/in/columbus/city-of-columbus-animal-care-services-in64/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Omaha, NE, 68134, US
1655,1697.0,70487921.0,FL787,Sassy (Coming soon),Dog,Young,Female,Small,https://www.petfinder.com/dog/sassy-coming-soon-70487921/ny/argyle/lucky-puppy-dog-rescue-and-kennel-inc-fl787/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Omaha, NE, 68134, US
1656,1698.0,70487919.0,OK467,Ambrose,Cat,Young,Male,Medium,https://www.petfinder.com/cat/ambrose-70487919/ok/okemah/animal-rescue-league-of-okemah-ok467/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Winter Haven, FL, 33881, US
1657,1699.0,70487908.0,CO324,Saturn,Dog,Baby,Female,Small,https://www.petfinder.com/dog/saturn-70487908/co/fort-collins/all-aboard-animal-rescue-co324/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Saint Petersburg, FL, 33714, US
1658,1700.0,70487918.0,CO324,Mars,Dog,Baby,Male,Small,https://www.petfinder.com/dog/mars-70487918/co/fort-collins/all-aboard-animal-rescue-co324/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Saint Petersburg, FL, 33714, US
1659,1701.0,70487913.0,CO324,Pluto,Dog,Baby,Female,Small,https://www.petfinder.com/dog/pluto-70487913/co/fort-collins/all-aboard-animal-rescue-co324/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Saint Petersburg, FL, 33714, US
1660,1702.0,70487915.0,CO324,Neptune,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/neptune-70487915/co/fort-collins/all-aboard-animal-rescue-co324/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Los Angeles, CA, 90064, US
1661,1703.0,70487914.0,CO324,Kit,Dog,Baby,Female,Large,https://www.petfinder.com/dog/kit-70487914/co/fort-collins/all-aboard-animal-rescue-co324/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Denver, CO, 80223, US
1662,1704.0,70487917.0,CO324,Elmo,Dog,Baby,Male,Small,https://www.petfinder.com/dog/elmo-70487917/co/fort-collins/all-aboard-animal-rescue-co324/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Huntington, WV, 25704, US
1663,1705.0,70487910.0,CO324,Bobcat,Cat,Young,Female,Small,https://www.petfinder.com/cat/bobcat-70487910/co/fort-collins/all-aboard-animal-rescue-co324/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, York, NE, 68467, US
1664,1706.0,70487916.0,CO324,Mercury,Dog,Baby,Female,Small,https://www.petfinder.com/dog/mercury-70487916/co/fort-collins/all-aboard-animal-rescue-co324/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Naperville, IL, 60564, US
